attage,sex,smoker,exposure,actual_dths,expected_dths,actual_mort,expected_mort
100,U,U,3.0331,1,0.74637,0.329695691,0.246074973
101,F,N,3.5338,2,0.74052,0.565962986,0.209553455
101,F,S,4.7186,2,1.0639,0.423854533,0.225469419
101,F,U,36.2207,5,7.74362,0.138042611,0.213789905
101,M,N,3.5452,1,1.02634,0.282071533,0.289501298
101,M,S,12.7178,2,3.87081,0.157259903,0.304361603
101,M,U,72.2757,24,19.97438,0.332061813,0.276363702
101,U,U,1.7288,1,0.44451,0.578435909,0.257120546
102,F,N,2.4117,1,0.51839,0.414645271,0.214947962
102,F,S,3.8253,1,0.89908,0.261417405,0.235035161
102,F,U,27.3367,11,6.4814,0.402389462,0.237095187
102,M,N,1.2713,1,0.35528,0.786596397,0.279461968
102,M,S,7.7846,3,2.41041,0.385376256,0.30963826
102,M,U,25.9534,8,7.65755,0.308244777,0.295049974
103,F,N,1.0795,1,0.25407,0.926354794,0.235358962
103,F,S,1.2,0,0.27858,0,0.23215
103,F,U,15.8088,6,3.7744,0.379535449,0.2387531
103,M,N,0.9617,0,0.29109,0,0.302682749
103,M,S,2.1616,1,0.66425,0.462620281,0.307295522
103,M,U,12.39,3,3.58769,0.242130751,0.289563358
103,U,S,1,0,0.32083,0,0.32083
103,U,U,1.6329,1,0.47942,0.612407373,0.293600343
104,F,S,0.1288,0,0.02811,0,0.218245342
104,F,U,9.4127,1,2.54278,0.106239442,0.270143529
104,M,N,0.8712,0,0.25139,0,0.288556015
104,M,S,3.959,2,1.18331,0.505178075,0.298891134
104,M,U,15.1566,4,4.80423,0.263911431,0.316972804
105,F,U,7.9961,2,2.18397,0.250121934,0.273129401
105,M,N,0.011,0,0.00355,0,0.322727273
105,M,S,2.3863,0,0.81476,0,0.341432343
105,M,U,6.8358,0,2.35665,0,0.344751163
106,F,S,0.0438,0,0.01182,0,0.269863014
106,F,U,1.2227,0,0.35573,0,0.290938088
106,M,S,1,0,0.48156,0,0.48156
106,M,U,1.596,0,0.62308,0,0.390401003
107,F,N,0.8767,0,0.31115,0,0.35491046
107,F,S,1,1,0.38835,1,0.38835
107,F,U,2.0164,1,0.63899,0.495933347,0.316896449
107,M,U,3.6648,3,1.48706,0.818598559,0.405768391
107,U,U,0.2027,0,0.05468,0,0.269758263
108,F,S,0.7507,0,0.36999,0,0.492859997
108,F,U,0.6761,0,0.22828,0,0.337642361
108,M,N,0.9918,0,0.40329,0,0.406624319
108,M,U,3.3207,0,1.31619,0,0.396359201
109,F,U,0.8055,0,0.31281,0,0.388342644
109,M,U,0.9287,0,0.39956,0,0.430235814
110,F,U,0.8712,0,0.46133,0,0.529533976
110,M,U,0.6312,0,0.27153,0,0.430180608
